author_anonymous,package_id,asset_type,content_category,reason_code,original_audio_language,source_language,target_language,runtime_minutes,start_date,submit_date,due_date,on_time
VlvIthDi,2068309,SUBTITLE,VIDEO,STANDARD,en,en,cs,25.7,2023-01-09,2023-01-10,2023-01-10,1
MkKNdmza,2095594,SUBTITLE,VIDEO,STANDARD,id,en,pl,22.3,2023-01-10,2023-01-10,2023-01-13,1
XKhBPWKM,2094516,SUBTITLE,VIDEO,STANDARD,ja,en,cs,33.5,2023-01-05,2023-01-10,2023-01-11,1
JPMDJVEU,2094509,SUBTITLE,VIDEO,STANDARD,ja,en,en,33.2,2023-01-05,2023-01-10,2023-01-13,1
EDdWhfZL,2082437,SUBTITLE,VIDEO,STANDARD,en,en,it,57.3,2023-01-03,2023-01-10,2023-01-12,1
MkKNdmza,2095589,SUBTITLE,VIDEO,STANDARD,id,en,pl,21.2,2023-01-10,2023-01-10,2023-01-11,1
tMdFFXpX,2094515,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,33.2,2022-12-26,2023-01-10,2023-01-11,1
wLduXFrK,2097183,SUBTITLE,VIDEO,STANDARD,it,en,zh-Hant,48.8,2023-01-04,2023-01-10,2023-01-12,1
UAZTNvnw,2052049,SUBTITLE,VIDEO,STANDARD,ja,en,sv,17.1,2023-01-07,2023-01-10,2023-01-10,1
ZdyzIJsV,2094516,SUBTITLE,VIDEO,STANDARD,ja,en,hr,33.5,2023-01-06,2023-01-10,2023-01-11,1
MkKNdmza,2098068,SUBTITLE,VIDEO,STANDARD,es,en,pl,44.5,2023-01-06,2023-01-10,2023-01-13,1
bVpAQIIt,2094511,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,33.2,2023-01-09,2023-01-10,2023-01-19,1
nBvhcfUc,2096067,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,--,en,25.6,2023-01-07,2023-01-10,2023-01-10,1
jvaKCasw,2096060,SUBTITLE,VIDEO,STANDARD,en,en,fi,27.4,2022-12-28,2023-01-10,2023-01-11,1
JPMDJVEU,2094510,SUBTITLE,VIDEO,STANDARD,ja,en,en,33.5,2023-01-10,2023-01-10,2023-01-17,1
UAZTNvnw,2052050,SUBTITLE,VIDEO,STANDARD,ja,en,sv,32.6,2023-01-07,2023-01-10,2023-01-11,1
KmPiFtcb,2096060,SUBTITLE,VIDEO,STANDARD,en,en,hu,27.4,2022-12-30,2023-01-10,2023-01-11,1
aUFnvEaL,2135114,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hans,45.3,2023-01-08,2023-01-10,2023-01-11,1
ioEVEhLM,2096060,SUBTITLE,VIDEO,STANDARD,en,en,nb,27.4,2022-12-28,2023-01-10,2023-01-11,1
uWpfNgFJ,2094516,SUBTITLE,VIDEO,STANDARD,ja,en,pl,33.5,2023-01-09,2023-01-10,2023-01-11,1
vQoNHGmz,2094511,SUBTITLE,VIDEO,STANDARD,ja,en,fi,33.2,2023-01-09,2023-01-10,2023-01-19,1
UAZTNvnw,2052046,SUBTITLE,VIDEO,STANDARD,ja,en,sv,16.4,2023-01-07,2023-01-10,2023-01-10,1
veEzMdKU,2104156,SUBTITLE,VIDEO,STANDARD,pl,en,cs,98.4,2022-12-26,2023-01-10,2023-01-10,1
bVpAQIIt,2094510,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,33.5,2023-01-09,2023-01-10,2023-01-17,1
UAZTNvnw,2052045,SUBTITLE,VIDEO,STANDARD,ja,en,sv,17.0,2023-01-07,2023-01-10,2023-01-10,1
UNNEUuiW,2111050,SUBTITLE,VIDEO,STANDARD,pt-BR,en,sv,33.8,2023-01-05,2023-01-10,2023-01-11,1
UAZTNvnw,2052048,SUBTITLE,VIDEO,STANDARD,ja,en,sv,18.5,2023-01-07,2023-01-10,2023-01-10,1
uBoAbjpN,2094516,SUBTITLE,VIDEO,STANDARD,ja,en,ru,33.5,2023-01-03,2023-01-10,2023-01-11,1
JPMDJVEU,2095589,SUBTITLE,VIDEO,STANDARD,id,en,en,21.2,2023-01-10,2023-01-10,2023-01-11,1
UAZTNvnw,2052043,SUBTITLE,VIDEO,STANDARD,ja,en,sv,16.6,2023-01-07,2023-01-10,2023-01-10,1
nhIPkrMb,2104156,SUBTITLE,VIDEO,STANDARD,pl,en,fi,98.4,2023-01-01,2023-01-10,2023-01-10,1
UAZTNvnw,2052042,SUBTITLE,VIDEO,STANDARD,ja,en,sv,18.0,2023-01-07,2023-01-10,2023-01-10,1
vEiriEiL,2096060,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,27.4,2023-01-05,2023-01-10,2023-01-11,1
RFgqdUjB,2115992,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,46.0,2022-12-20,2023-01-10,2023-01-13,1
UAZTNvnw,2052047,SUBTITLE,VIDEO,STANDARD,ja,en,sv,17.1,2023-01-02,2023-01-10,2023-01-10,1
iqjkuHNl,2096060,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,27.4,2022-12-24,2023-01-10,2023-01-11,1
GgUkrgLW,2096060,SUBTITLE,VIDEO,STANDARD,en,en,cs,27.4,2023-01-06,2023-01-10,2023-01-11,1
UAZTNvnw,2052044,SUBTITLE,VIDEO,STANDARD,ja,en,sv,17.8,2023-01-02,2023-01-10,2023-01-10,1
EHsJcHZw,2096060,SUBTITLE,VIDEO,STANDARD,en,en,ko,27.4,2023-01-10,2023-01-10,2023-01-11,1
QxzKvnTA,2096060,SUBTITLE,VIDEO,STANDARD,en,en,ru,27.4,2023-01-01,2023-01-10,2023-01-11,1
UAZTNvnw,2052051,SUBTITLE,VIDEO,STANDARD,ja,en,sv,17.3,2023-01-02,2023-01-10,2023-01-10,1
aWatvAHz,2082433,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,54.7,2023-01-07,2023-01-10,2023-01-17,1
HjcshhjE,2104156,SUBTITLE,VIDEO,STANDARD,pl,en,ro,98.4,2022-12-26,2023-01-10,2023-01-10,1
UlGgPvvs,2095589,SUBTITLE,VIDEO,STANDARD,id,en,pt-BR,21.2,2023-01-10,2023-01-10,2023-01-11,1
wXMpXpjC,2095613,CLOSED_CAPTIONING,VIDEO,STANDARD,ko,en,en,53.6,2023-01-06,2023-01-10,2023-02-09,1
qwvSTLEr,2098057,SUBTITLE,VIDEO,STANDARD,es,en,hr,44.0,2023-01-09,2023-01-10,2023-01-11,1
nuuzDMuH,2136549,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,--,en,33.4,2023-01-05,2023-01-10,2023-01-18,1
KudlwSiR,2120875,SUBTITLE,VIDEO,STANDARD,en,en,uk,66.7,2023-01-04,2023-01-10,2023-01-18,1
MshdRdOX,2094516,SUBTITLE,VIDEO,STANDARD,ja,en,nb,33.5,2023-01-03,2023-01-10,2023-01-11,1
iQEFQZQV,2012685,SUBTITLE,VIDEO,STANDARD,ko,en,sv,45.2,2022-12-06,2023-01-10,2023-01-10,1
FlJMeeqV,2094516,SUBTITLE,VIDEO,STANDARD,ja,en,ro,33.5,2023-01-09,2023-01-10,2023-01-11,1
mVzxNHce,2104156,SUBTITLE,VIDEO,STANDARD,pl,en,pt-BR,98.4,2022-12-27,2023-01-10,2023-01-10,1
iQEFQZQV,2012683,SUBTITLE,VIDEO,STANDARD,ko,en,sv,42.4,2022-12-28,2023-01-10,2023-01-10,1
tNkEIvro,2094530,SUBTITLE,VIDEO,STANDARD,ja,en,hu,33.2,2023-01-02,2023-01-10,2023-02-01,1
tNkEIvro,2094525,SUBTITLE,VIDEO,STANDARD,ja,en,hu,33.2,2022-12-22,2023-01-10,2023-02-01,1
tNkEIvro,2094522,SUBTITLE,VIDEO,STANDARD,ja,en,hu,33.2,2022-12-21,2023-01-10,2023-02-01,1
uzfJyDVN,2104156,SUBTITLE,VIDEO,STANDARD,pl,en,uk,98.4,2022-12-26,2023-01-10,2023-01-10,1
EDdWhfZL,2082432,SUBTITLE,VIDEO,STANDARD,en,en,it,54.1,2023-01-05,2023-01-11,2023-01-12,1
iQEFQZQV,2094530,SUBTITLE,VIDEO,STANDARD,ja,en,sv,33.2,2023-01-02,2023-01-11,2023-01-12,1
VlvIthDi,2068316,SUBTITLE,VIDEO,STANDARD,en,en,cs,24.7,2023-01-10,2023-01-11,2023-01-11,1
yJQtZPcR,2094516,SUBTITLE,VIDEO,STANDARD,ja,en,it,33.5,2023-01-06,2023-01-11,2023-01-11,1
jdoLFYfp,2135114,CLOSED_CAPTIONING,VIDEO,STANDARD,ko,ko,ko,45.3,2023-01-05,2023-01-11,2023-01-11,1
iQEFQZQV,2111343,SUBTITLE,VIDEO,STANDARD,ko,en,sv,72.6,2022-12-26,2023-01-11,2023-01-12,1
XKhBPWKM,2105911,SUBTITLE,VIDEO,STANDARD,en,en,cs,41.0,2023-01-09,2023-01-11,2023-01-11,1
yPMKeJfq,2135114,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,ko,en,45.3,2023-01-09,2023-01-11,2023-01-11,1
HjcshhjE,2097183,SUBTITLE,VIDEO,STANDARD,it,en,ro,48.8,2023-01-09,2023-01-11,2023-01-12,1
BTwYTTIo,2124566,SUBTITLE,VIDEO,STANDARD,fr,en,zh-Hant,88.3,2023-01-04,2023-01-11,2023-01-14,1
mgVpcWLq,2115220,SUBTITLE,VIDEO,STANDARD,it,en,zh-Hans,30.1,2023-01-10,2023-01-11,2023-01-16,1
UNNEUuiW,2111072,SUBTITLE,VIDEO,STANDARD,pt-BR,en,sv,32.2,2023-01-09,2023-01-11,2023-01-12,1
UAZTNvnw,2096060,SUBTITLE,VIDEO,STANDARD,en,en,sv,27.4,2023-01-10,2023-01-11,2023-01-11,1
yFzjDSLI,2104156,SUBTITLE,VIDEO,STANDARD,pl,en,ru,98.4,2023-01-01,2023-01-11,2023-01-12,1
vQoNHGmz,2094523,SUBTITLE,VIDEO,STANDARD,ja,en,fi,33.5,2023-01-10,2023-01-11,2023-01-24,1
nBvhcfUc,2096063,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,--,en,30.9,2023-01-08,2023-01-11,2023-01-12,1
kJTPNIwX,2085533,SUBTITLE,VIDEO,STANDARD,en,en,ko,13.3,2023-01-04,2023-01-11,2023-01-14,1
wLduXFrK,2082429,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,49.3,2022-12-28,2023-01-11,2023-01-12,1
vQoNHGmz,2094519,SUBTITLE,VIDEO,STANDARD,ja,en,fi,33.5,2023-01-10,2023-01-11,2023-01-21,1
kJTPNIwX,2085510,SUBTITLE,VIDEO,STANDARD,en,en,ko,13.3,2023-01-04,2023-01-11,2023-01-14,1
iQEFQZQV,2094516,SUBTITLE,VIDEO,STANDARD,ja,en,sv,33.5,2023-01-07,2023-01-11,2023-01-12,1
OZViYtbe,2097621,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,51.0,2023-01-09,2023-01-11,2023-01-12,1
kJTPNIwX,2085506,SUBTITLE,VIDEO,STANDARD,en,en,ko,13.3,2023-01-10,2023-01-11,2023-01-14,1
mlFZkmCG,2094516,SUBTITLE,VIDEO,STANDARD,ja,en,th,33.5,2023-01-04,2023-01-11,2023-02-01,1
wLduXFrK,2082437,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,57.3,2023-01-03,2023-01-11,2023-01-12,1
mRhgjXeS,2096060,SUBTITLE,VIDEO,STANDARD,en,en,uk,27.4,2023-01-03,2023-01-11,2023-01-11,1
mlFZkmCG,2094530,SUBTITLE,VIDEO,STANDARD,ja,en,th,33.2,2023-01-03,2023-01-11,2023-02-01,1
sNgGHvHw,2076036,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,it,116.7,2022-12-26,2023-01-11,2023-01-12,1
TTSQMsDs,2120875,SUBTITLE,VIDEO,STANDARD,en,en,hu,66.7,2023-01-04,2023-01-11,2023-01-23,1
FlJMeeqV,2094509,SUBTITLE,VIDEO,STANDARD,ja,en,ro,33.2,2023-01-11,2023-01-11,2023-01-13,1
rvDIJMaX,2096061,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,27.6,2023-01-06,2023-01-11,2023-01-12,1
bNpJgZOc,2096060,SUBTITLE,VIDEO,STANDARD,en,en,fil,27.4,2022-12-29,2023-01-11,2023-01-11,1
VGmRjpEw,2097183,SUBTITLE,VIDEO,STANDARD,it,en,pt-BR,48.8,2023-01-04,2023-01-11,2023-01-12,1
FUNBwKyP,2094509,SUBTITLE,VIDEO,STANDARD,ja,en,uk,33.2,2023-01-11,2023-01-12,2023-01-13,1
xfuzpBKa,2076879,SUBTITLE,VIDEO,STANDARD,es,en,de,36.8,2023-01-09,2023-01-12,2023-01-14,1
qftesLRu,2105905,SUBTITLE,VIDEO,STANDARD,en,en,ms,42.7,2023-01-03,2023-01-12,2023-01-14,1
tMdFFXpX,2094531,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,33.2,2022-12-28,2023-01-12,2023-01-13,1
ZdyzIJsV,2094509,SUBTITLE,VIDEO,STANDARD,ja,en,hr,33.2,2023-01-09,2023-01-12,2023-01-13,1
yJQtZPcR,2094509,SUBTITLE,VIDEO,STANDARD,ja,en,it,33.2,2023-01-02,2023-01-12,2023-01-13,1
UctZNHeJ,2094509,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hans,33.2,2023-01-10,2023-01-12,2023-01-13,1
XKhBPWKM,2094509,SUBTITLE,VIDEO,STANDARD,ja,en,cs,33.2,2023-01-11,2023-01-12,2023-01-13,1
xfuzpBKa,2076880,SUBTITLE,VIDEO,STANDARD,es,en,de,39.4,2023-01-09,2023-01-12,2023-01-13,1
vQoNHGmz,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,fi,33.2,2023-01-11,2023-01-12,2023-01-27,1
VlvIthDi,2068313,SUBTITLE,VIDEO,STANDARD,en,en,cs,27.0,2023-01-11,2023-01-12,2023-01-12,1
KmPiFtcb,2096059,SUBTITLE,VIDEO,STANDARD,en,en,hu,24.9,2023-01-10,2023-01-12,2023-01-13,1
JPMDJVEU,2094511,SUBTITLE,VIDEO,STANDARD,ja,en,en,33.2,2023-01-10,2023-01-12,2023-01-19,1
DHaBxjtC,1499394,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,15.1,2023-01-11,2023-01-12,2023-01-13,1
uBoAbjpN,2094509,SUBTITLE,VIDEO,STANDARD,ja,en,ru,33.2,2023-01-11,2023-01-12,2023-01-13,1
kCEdTpVp,1392457,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,15.3,2023-01-11,2023-01-12,2023-01-13,1
JPMDJVEU,2095594,SUBTITLE,VIDEO,STANDARD,id,en,en,22.3,2023-01-10,2023-01-12,2023-01-13,1
xfuzpBKa,2042332,SUBTITLE,VIDEO,STANDARD,en,en,de,33.7,2023-01-05,2023-01-12,2023-02-01,1
ioEVEhLM,2096059,SUBTITLE,VIDEO,STANDARD,en,en,nb,24.9,2022-12-28,2023-01-12,2023-01-13,1
JPMDJVEU,2095605,SUBTITLE,VIDEO,STANDARD,id,en,en,21.7,2023-01-12,2023-01-12,2023-01-17,1
rCZsFFLM,2096059,SUBTITLE,VIDEO,STANDARD,en,en,pl,24.9,2023-01-04,2023-01-12,2023-01-13,1
HBneANlL,2009939,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,--,ko,57.0,2023-01-06,2023-01-12,2023-01-20,1
MshdRdOX,2094509,SUBTITLE,VIDEO,STANDARD,ja,en,nb,33.2,2023-01-09,2023-01-12,2023-01-13,1
kJTPNIwX,2085505,SUBTITLE,VIDEO,STANDARD,en,en,ko,13.3,2023-01-07,2023-01-12,2023-01-14,1
HBneANlL,2142927,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,--,ko,61.7,2023-01-06,2023-01-12,2023-01-16,1
EDdWhfZL,2096059,SUBTITLE,VIDEO,STANDARD,en,en,it,24.9,2023-01-10,2023-01-12,2023-01-13,1
TqzgBdEV,2119757,SUBTITLE,VIDEO,STANDARD,en,en,nl,105.7,2023-01-09,2023-01-12,2023-01-12,1
sNgGHvHw,2061760,SUBTITLE,VIDEO,STANDARD,en,en,it,99.3,2023-01-08,2023-01-12,2023-01-13,1
uWpfNgFJ,2094509,SUBTITLE,VIDEO,STANDARD,ja,en,pl,33.2,2023-01-10,2023-01-12,2023-01-13,1
QGVudgmQ,2096831,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,47.3,2023-01-05,2023-01-12,2023-01-13,1
TqzgBdEV,2119758,SUBTITLE,VIDEO,STANDARD,en,en,nl,92.1,2023-01-08,2023-01-12,2023-01-12,1
UlGgPvvs,2095594,SUBTITLE,VIDEO,STANDARD,id,en,pt-BR,22.3,2023-01-10,2023-01-12,2023-01-13,1
wLduXFrK,2082432,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,54.1,2023-01-05,2023-01-12,2023-01-12,1
HjcshhjE,2096060,SUBTITLE,VIDEO,STANDARD,en,en,ro,27.4,2023-01-09,2023-01-12,2023-01-14,1
jvaKCasw,2096059,SUBTITLE,VIDEO,STANDARD,en,en,fi,24.9,2022-12-28,2023-01-12,2023-01-13,1
QxzKvnTA,2096059,SUBTITLE,VIDEO,STANDARD,en,en,ru,24.9,2023-01-03,2023-01-12,2023-01-13,1
GgUkrgLW,2096059,SUBTITLE,VIDEO,STANDARD,en,en,cs,24.9,2023-01-10,2023-01-12,2023-01-13,1
QxzKvnTA,2096062,SUBTITLE,VIDEO,STANDARD,en,en,ru,24.1,2023-01-05,2023-01-12,2023-01-17,1
EHsJcHZw,2096059,SUBTITLE,VIDEO,STANDARD,en,en,ko,24.9,2023-01-11,2023-01-12,2023-01-13,1
HjcshhjE,2096059,SUBTITLE,VIDEO,STANDARD,en,en,ro,24.9,2023-01-11,2023-01-12,2023-01-13,1
rvDIJMaX,2096064,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,26.5,2023-01-07,2023-01-12,2023-01-14,1
QxzKvnTA,2096061,SUBTITLE,VIDEO,STANDARD,en,en,ru,27.6,2023-01-07,2023-01-12,2023-01-19,1
xfuzpBKa,2042342,SUBTITLE,VIDEO,STANDARD,en,en,de,35.3,2023-01-12,2023-01-13,2023-02-01,1
yFzjDSLI,2120866,SUBTITLE,VIDEO,STANDARD,en,en,ru,49.3,2022-12-29,2023-01-13,2023-01-13,1
xfuzpBKa,2076882,SUBTITLE,VIDEO,STANDARD,es,en,de,43.0,2023-01-10,2023-01-13,2023-01-17,1
iQEFQZQV,2094509,SUBTITLE,VIDEO,STANDARD,ja,en,sv,33.2,2023-01-11,2023-01-13,2023-01-13,1
LvUtPYIn,1499394,SUBTITLE,VIDEO,STANDARD,ja,en,fil,15.1,2023-01-13,2023-01-13,2023-01-28,1
zZaOIMzj,2094509,SUBTITLE,VIDEO,STANDARD,ja,en,ko,33.2,2023-01-11,2023-01-13,2023-01-17,1
OzRNeXLt,2061760,SUBTITLE,VIDEO,STANDARD,en,en,hr,99.3,2023-01-09,2023-01-13,2023-01-13,1
kCEdTpVp,1392461,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,15.3,2023-01-11,2023-01-13,2023-01-14,1
EmObQsVf,2097631,SUBTITLE,VIDEO,STANDARD,en,en,ko,54.9,2023-01-08,2023-01-13,2023-01-14,1
rfRFYDzm,2113613,SUBTITLE,VIDEO,STANDARD,ko,en,nl,136.8,2023-01-03,2023-01-13,2023-01-14,1
vEiriEiL,2096059,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,24.9,2023-01-10,2023-01-13,2023-01-13,1
OZViYtbe,2097629,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,48.3,2023-01-11,2023-01-13,2023-01-14,1
mRhgjXeS,2096059,SUBTITLE,VIDEO,STANDARD,en,en,uk,24.9,2023-01-07,2023-01-13,2023-01-13,1
rTRpJcGq,2076882,SUBTITLE,VIDEO,STANDARD,es,en,en,43.0,2023-01-13,2023-01-13,2023-01-17,1
vsauDyQM,2096831,SUBTITLE,VIDEO,STANDARD,en,en,hu,47.3,2023-01-05,2023-01-13,2023-01-16,1
RFgqdUjB,2115984,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,46.0,2023-01-03,2023-01-13,2023-01-13,1
mVzxNHce,2115219,SUBTITLE,VIDEO,STANDARD,it,en,pt-BR,39.7,2023-01-10,2023-01-13,2023-01-17,1
UAZTNvnw,2096059,SUBTITLE,VIDEO,STANDARD,en,en,sv,24.9,2023-01-11,2023-01-13,2023-01-13,1
HBneANlL,2009933,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,--,ko,52.6,2023-01-06,2023-01-13,2023-01-16,1
CHHhiOGB,2079601,SUBTITLE,VIDEO,STANDARD,pl,en,de,47.3,2023-01-07,2023-01-13,2023-01-17,1
CHHhiOGB,2079603,SUBTITLE,VIDEO,STANDARD,pl,en,de,45.9,2023-01-05,2023-01-13,2023-01-17,1
kJTPNIwX,2085523,SUBTITLE,VIDEO,STANDARD,en,en,ko,13.3,2023-01-06,2023-01-13,2023-01-14,1
KudlwSiR,2120873,SUBTITLE,VIDEO,STANDARD,en,en,uk,47.5,2023-01-10,2023-01-13,2023-01-16,1
JTgTenvY,2135118,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hant,50.2,2023-01-11,2023-01-14,2023-01-17,1
bVpAQIIt,2094523,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,33.5,2023-01-12,2023-01-14,2023-01-24,1
nBvhcfUc,2096066,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,--,en,29.4,2023-01-10,2023-01-14,2023-01-15,1
bVpAQIIt,2094519,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,33.5,2023-01-10,2023-01-14,2023-01-21,1
kJTPNIwX,2085504,SUBTITLE,VIDEO,STANDARD,en,en,ko,13.3,2023-01-04,2023-01-14,2023-01-14,1
kJTPNIwX,2085511,SUBTITLE,VIDEO,STANDARD,en,en,ko,47.1,2023-01-03,2023-01-14,2023-01-14,1
kJTPNIwX,2112861,SUBTITLE,VIDEO,STANDARD,en,en,ko,24.7,2023-01-02,2023-01-14,2023-01-14,1
kJTPNIwX,2112857,SUBTITLE,VIDEO,STANDARD,en,en,ko,24.8,2023-01-07,2023-01-14,2023-01-14,1
FlJMeeqV,2094510,SUBTITLE,VIDEO,STANDARD,ja,en,ro,33.5,2023-01-12,2023-01-14,2023-01-17,1
wXMpXpjC,2095620,CLOSED_CAPTIONING,VIDEO,STANDARD,ko,en,en,50.7,2023-01-10,2023-01-14,2023-02-09,1
bVpAQIIt,2094515,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,33.2,2023-01-12,2023-01-15,2023-01-27,1
nuuzDMuH,2136540,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,--,en,39.1,2023-01-06,2023-01-15,2023-01-18,1
iQEFQZQV,2067903,SUBTITLE,VIDEO,STANDARD,ko,en,sv,39.3,2022-12-28,2023-01-15,2023-01-16,1
mgVpcWLq,2115223,SUBTITLE,VIDEO,STANDARD,it,en,zh-Hans,38.2,2023-01-12,2023-01-15,2023-01-16,1
tMdFFXpX,2094527,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,34.7,2023-01-03,2023-01-15,2023-01-17,1
UNNEUuiW,2111051,SUBTITLE,VIDEO,STANDARD,pt-BR,en,sv,32.1,2023-01-12,2023-01-15,2023-01-16,1
rvDIJMaX,2115014,CLOSED_CAPTIONING,VIDEO,STANDARD,it,en,en,88.8,2023-01-10,2023-01-15,2023-01-16,1
bNpJgZOc,2096059,SUBTITLE,VIDEO,STANDARD,en,en,fil,24.9,2023-01-13,2023-01-15,2023-01-16,1
MshdRdOX,2094510,SUBTITLE,VIDEO,STANDARD,ja,en,nb,33.5,2023-01-12,2023-01-15,2023-01-17,1
nabjANPS,2124566,SUBTITLE,VIDEO,STANDARD,fr,en,fil,88.3,2023-01-02,2023-01-15,2023-01-19,1
mVzxNHce,2115220,SUBTITLE,VIDEO,STANDARD,it,en,pt-BR,30.1,2023-01-13,2023-01-15,2023-01-17,1
UAZTNvnw,2096062,SUBTITLE,VIDEO,STANDARD,en,en,sv,24.1,2023-01-13,2023-01-16,2023-01-17,1
LzrchcGA,2052050,SUBTITLE,VIDEO,STANDARD,ja,en,pl,32.6,2023-01-14,2023-01-16,2023-01-17,1
iqjkuHNl,2096059,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,24.9,2022-12-29,2023-01-16,2023-01-17,1
LzrchcGA,2052046,SUBTITLE,VIDEO,STANDARD,ja,en,pl,16.4,2023-01-11,2023-01-16,2023-01-17,1
rvDIJMaX,2077697,CLOSED_CAPTIONING,VIDEO,STANDARD,es,en,en,39.9,2022-12-30,2023-01-16,2023-01-24,1
LzrchcGA,2052049,SUBTITLE,VIDEO,STANDARD,ja,en,pl,17.1,2023-01-09,2023-01-16,2023-01-17,1
mRhgjXeS,2096062,SUBTITLE,VIDEO,STANDARD,en,en,uk,24.1,2023-01-11,2023-01-16,2023-01-17,1
LzrchcGA,2052045,SUBTITLE,VIDEO,STANDARD,ja,en,pl,17.0,2023-01-09,2023-01-16,2023-01-17,1
ZdyzIJsV,2094510,SUBTITLE,VIDEO,STANDARD,ja,en,hr,33.5,2023-01-12,2023-01-16,2023-01-17,1
EHsJcHZw,2096062,SUBTITLE,VIDEO,STANDARD,en,en,ko,24.1,2023-01-16,2023-01-16,2023-01-17,1
LzrchcGA,2052048,SUBTITLE,VIDEO,STANDARD,ja,en,pl,18.5,2023-01-08,2023-01-16,2023-01-17,1
rvDIJMaX,2077701,CLOSED_CAPTIONING,VIDEO,STANDARD,es,en,en,37.5,2023-01-05,2023-01-16,2023-01-24,1
LzrchcGA,2052043,SUBTITLE,VIDEO,STANDARD,ja,en,pl,16.6,2023-01-08,2023-01-16,2023-01-17,1
bNpJgZOc,2113613,SUBTITLE,VIDEO,STANDARD,ko,en,fil,136.8,2023-01-06,2023-01-16,2023-01-16,1
HjcshhjE,2096062,SUBTITLE,VIDEO,STANDARD,en,en,ro,24.1,2023-01-15,2023-01-16,2023-01-17,1
hyRabnVJ,2111058,SUBTITLE,VIDEO,STANDARD,pt-BR,en,ro,34.0,2023-01-12,2023-01-16,2023-01-17,1
LzrchcGA,2052042,SUBTITLE,VIDEO,STANDARD,ja,en,pl,18.0,2023-01-04,2023-01-16,2023-01-17,1
FUNBwKyP,2094510,SUBTITLE,VIDEO,STANDARD,ja,en,uk,33.5,2023-01-12,2023-01-16,2023-01-17,1
LzrchcGA,2052047,SUBTITLE,VIDEO,STANDARD,ja,en,pl,17.1,2023-01-04,2023-01-16,2023-01-17,1
vohMWXMb,2097180,SUBTITLE,VIDEO,STANDARD,it,en,th,42.8,2022-12-28,2023-01-16,2023-01-17,1
LzrchcGA,2052044,SUBTITLE,VIDEO,STANDARD,ja,en,pl,17.8,2023-01-04,2023-01-16,2023-01-17,1
JPMDJVEU,2094519,SUBTITLE,VIDEO,STANDARD,ja,en,en,33.5,2023-01-10,2023-01-16,2023-01-21,1
LzrchcGA,2052051,SUBTITLE,VIDEO,STANDARD,ja,en,pl,17.3,2022-12-13,2023-01-16,2023-01-17,1
UNNEUuiW,2111058,SUBTITLE,VIDEO,STANDARD,pt-BR,en,sv,34.0,2023-01-14,2023-01-16,2023-01-16,1
KmPiFtcb,2096062,SUBTITLE,VIDEO,STANDARD,en,en,hu,24.1,2023-01-12,2023-01-16,2023-01-17,1
wLduXFrK,2097184,SUBTITLE,VIDEO,STANDARD,it,en,zh-Hant,44.9,2023-01-10,2023-01-16,2023-01-17,1
xfuzpBKa,2042321,SUBTITLE,VIDEO,STANDARD,en,en,de,36.1,2023-01-11,2023-01-16,2023-02-01,1
